12Z 24 11 2017, 0.00, 7.41
00Z 25 11 2017, 0.00, 7.35
12Z 25 11 2017, 0.00, 7.28
00Z 26 11 2017, 0.00, 7.80
12Z 26 11 2017, 0.00, 6.43
00Z 27 11 2017, 0.00, 5.14
12Z 27 11 2017, 0.00, 5.45
00Z 28 11 2017, 0.00, 6.99
12Z 28 11 2017, 0.00, 5.97
00Z 29 11 2017, 0.00, 6.74
12Z 29 11 2017, 0.00, 6.52
00Z 30 11 2017, 0.00, 9.12
12Z 30 11 2017, 0.00, 10.74
00Z 01 12 2017, 0.00, 13.15
12Z 01 12 2017, 0.00, 14.34
00Z 02 12 2017, 0.00, 14.23
12Z 02 12 2017, 0.00, 10.77
00Z 03 12 2017, 0.00, 13.24
12Z 03 12 2017, 0.00, 11.77
00Z 04 12 2017, 6.52, 11.43
12Z 04 12 2017, 0.11, 8.62
00Z 05 12 2017, 0.00, 4.37
12Z 05 12 2017, 0.00, 4.39
00Z 06 12 2017, 0.00, 7.90
12Z 06 12 2017, 0.00, 2.02
00Z 07 12 2017, 0.00, 3.39
12Z 07 12 2017, 0.00, 4.53
00Z 08 12 2017, 0.00, 3.81
12Z 08 12 2017, 0.00, 5.48
00Z 09 12 2017, 0.00, 5.15
12Z 09 12 2017, 0.00, 3.84
00Z 10 12 2017, 0.00, 1.84
12Z 10 12 2017, 0.00, 2.50
00Z 11 12 2017, 0.00, 1.43
12Z 11 12 2017, 0.00, 1.95
00Z 12 12 2017, 0.00, 2.52
12Z 12 12 2017, 0.00, 3.51
00Z 13 12 2017, 0.00, 3.71
12Z 13 12 2017, 0.00, 3.14
00Z 14 12 2017, 0.00, 3.01
12Z 14 12 2017, 0.00, 3.42
00Z 15 12 2017, 0.00, 6.19
12Z 15 12 2017, 0.00, 4.37
00Z 16 12 2017, 0.00, 3.65
12Z 16 12 2017, 0.00, 4.01
00Z 17 12 2017, 0.00, 3.65
12Z 17 12 2017, 0.00, 5.92
00Z 18 12 2017, 0.00, 4.64
12Z 18 12 2017, 0.00, 8.47
00Z 19 12 2017, 0.00, 8.58
12Z 19 12 2017, 0.00, 5.41
00Z 20 12 2017, 0.00, 7.00
12Z 20 12 2017, 0.00, 5.30
00Z 21 12 2017, 0.00, 5.48
12Z 21 12 2017, 0.00, 5.04
00Z 22 12 2017, 0.00, 5.58
12Z 22 12 2017, 0.00, 3.79
00Z 23 12 2017, 0.00, 3.85
12Z 23 12 2017, 0.00, 5.55
00Z 24 12 2017, 0.00, 7.06
12Z 24 12 2017, 0.00, 4.08
00Z 25 12 2017, 0.00, 6.87
12Z 25 12 2017, 0.00, 8.56
00Z 26 12 2017, 0.00, 5.67
12Z 26 12 2017, 0.00, 5.00
00Z 27 12 2017, 0.00, 7.18
12Z 27 12 2017, 0.00, 4.38
00Z 28 12 2017, 0.00, 3.00
12Z 28 12 2017, 0.00, 3.52
00Z 29 12 2017, 0.00, 3.67
12Z 29 12 2017, 0.00, 2.98
00Z 30 12 2017, 0.00, 2.68
12Z 30 12 2017, 0.00, 2.80
00Z 31 12 2017, 0.00, 2.84
12Z 31 12 2017, 0.00, 3.12
