05 12 2017, 0.00, 4.39
06 12 2017, 0.00, 2.02
07 12 2017, 0.00, 4.53
08 12 2017, 0.00, 5.48
09 12 2017, 0.00, 3.84
10 12 2017, 0.00, 2.50
11 12 2017, 0.00, 1.95
12 12 2017, 0.00, 3.51
13 12 2017, 0.00, 3.14
14 12 2017, 0.00, 3.42
15 12 2017, 0.00, 4.37
16 12 2017, 0.00, 4.01
17 12 2017, 0.00, 5.92
18 12 2017, 0.00, 8.47
19 12 2017, 0.00, 5.41
20 12 2017, 0.00, 5.30
21 12 2017, 0.00, 5.04
22 12 2017, 0.00, 3.79
23 12 2017, 0.00, 5.55
24 12 2017, 0.00, 4.08
25 12 2017, 0.00, 8.56
26 12 2017, 0.00, 5.00
27 12 2017, 0.00, 4.38
28 12 2017, 0.00, 3.52
29 12 2017, 0.00, 2.98
30 12 2017, 0.00, 2.80
31 12 2017, 0.00, 3.12
